episode,episode_length,epsilon,timestamp,total_reward
0,2,1.0,2026-01-15T13:58:19.849850,0.0
1,2,0.997,2026-01-15T13:58:19.849850,0.0
2,10,0.994009,2026-01-15T13:58:19.849850,0.0
3,2,0.991026973,2026-01-15T13:58:19.849850,0.0
4,20,0.988053892081,2026-01-15T13:58:19.849850,0.0
5,5,0.985089730404757,2026-01-15T13:58:19.849850,0.0
6,8,0.9821344612135428,2026-01-15T13:58:19.849850,0.0
7,4,0.9791880578299021,2026-01-15T13:58:19.849850,0.0
8,7,0.9762504936564125,2026-01-15T13:58:19.849850,0.0
9,10,0.9733217421754432,2026-01-15T13:58:19.849850,0.0
10,4,0.9704017769489168,2026-01-15T13:58:19.850857,0.0
11,8,0.9674905716180701,2026-01-15T13:58:19.850857,0.0
12,10,0.9645880999032158,2026-01-15T13:58:19.850857,0.0
13,18,0.9616943356035061,2026-01-15T13:58:19.850857,0.0
14,5,0.9588092525966956,2026-01-15T13:58:19.850857,0.0
15,11,0.9559328248389055,2026-01-15T13:58:19.850857,0.0
16,3,0.9530650263643888,2026-01-15T13:58:19.850857,0.0
17,4,0.9502058312852957,2026-01-15T13:58:19.850857,0.0
18,18,0.9473552137914398,2026-01-15T13:58:19.850857,0.0
19,6,0.9445131481500655,2026-01-15T13:58:19.850857,0.0
20,4,0.9416796087056153,2026-01-15T13:58:19.850857,0.0
21,3,0.9388545698794984,2026-01-15T13:58:19.850857,0.0
22,21,0.93603800616986,2026-01-15T13:58:19.850857,0.0
23,4,0.9332298921513504,2026-01-15T13:58:19.850857,0.0
24,4,0.9304302024748964,2026-01-15T13:58:19.850857,0.0
25,5,0.9276389118674717,2026-01-15T13:58:19.851856,0.0
26,2,0.9248559951318693,2026-01-15T13:58:19.851856,0.0
27,4,0.9220814271464737,2026-01-15T13:58:19.851856,0.0
28,2,0.9193151828650342,2026-01-15T13:58:19.851856,0.0
29,22,0.9165572373164391,2026-01-15T13:58:19.851856,0.0
30,3,0.9138075656044898,2026-01-15T13:58:19.851856,0.0
31,5,0.9110661429076764,2026-01-15T13:58:19.851856,0.0
32,7,0.9083329444789534,2026-01-15T13:58:19.851856,0.0
33,2,0.9056079456455165,2026-01-15T13:58:19.851856,0.0
34,3,0.90289112180858,2026-01-15T13:58:19.851856,0.0
35,2,0.9001824484431542,2026-01-15T13:58:19.851856,0.0
36,10,0.8974819010978248,2026-01-15T13:58:19.851856,0.0
37,2,0.8947894553945313,2026-01-15T13:58:19.851856,0.0
38,10,0.8921050870283477,2026-01-15T13:58:19.851856,0.0
39,11,0.8894287717672626,2026-01-15T13:58:19.851856,0.0
40,6,0.8867604854519608,2026-01-15T13:58:19.851856,0.0
41,4,0.884100203995605,2026-01-15T13:58:19.851856,0.0
42,6,0.8814479033836181,2026-01-15T13:58:19.851856,0.0
43,5,0.8788035596734672,2026-01-15T13:58:19.851856,0.0
44,4,0.8761671489944468,2026-01-15T13:58:19.852857,0.0
45,6,0.8735386475474635,2026-01-15T13:58:19.852857,0.0
46,5,0.8709180316048211,2026-01-15T13:58:19.852857,0.0
47,15,0.8683052775100066,2026-01-15T13:58:19.852857,0.0
48,9,0.8657003616774767,2026-01-15T13:58:19.852857,0.0
49,4,0.8631032605924442,2026-01-15T13:58:19.852857,0.0
50,11,0.860513950810667,2026-01-15T13:58:19.852857,0.0
51,7,0.857932408958235,2026-01-15T13:58:19.852857,0.0
52,5,0.8553586117313603,2026-01-15T13:58:19.852857,0.0
53,7,0.8527925358961662,2026-01-15T13:58:19.852857,0.0
54,7,0.8502341582884777,2026-01-15T13:58:19.852857,0.0
55,3,0.8476834558136123,2026-01-15T13:58:19.852857,0.0
56,2,0.8451404054461714,2026-01-15T13:58:19.852857,0.0
57,14,0.8426049842298329,2026-01-15T13:58:19.852857,0.0
58,8,0.8400771692771434,2026-01-15T13:58:19.852857,0.0
59,12,0.837556937769312,2026-01-15T13:58:19.852857,0.0
60,9,0.835044266956004,2026-01-15T13:58:19.853856,0.0
61,9,0.8325391341551359,2026-01-15T13:58:19.853856,0.0
62,11,0.8300415167526705,2026-01-15T13:58:19.853856,0.0
63,4,0.8275513922024125,2026-01-15T13:58:19.853856,0.0
64,7,0.8250687380258053,2026-01-15T13:58:19.853856,0.0
65,12,0.8225935318117279,2026-01-15T13:58:19.853856,0.0
66,4,0.8201257512162927,2026-01-15T13:58:19.853856,0.0
67,10,0.8176653739626438,2026-01-15T13:58:19.853856,0.0
68,9,0.8152123778407558,2026-01-15T13:58:19.853856,0.0
69,5,0.8127667407072335,2026-01-15T13:58:19.853856,0.0
70,2,0.8103284404851119,2026-01-15T13:58:19.853856,0.0
71,11,0.8078974551636565,2026-01-15T13:58:19.853856,0.0
72,6,0.8054737627981655,2026-01-15T13:58:19.853856,0.0
73,9,0.803057341509771,2026-01-15T13:58:19.853856,0.0
74,5,0.8006481694852418,2026-01-15T13:58:19.853856,0.0
