episode,episode_length,epsilon,loss,timestamp,total_reward
248,11,0.2884855236625661,2.168537425177419e-05,2026-01-15T15:44:00.965437,1.0
249,3,0.28704309604425327,2.223701274715495e-05,2026-01-15T15:44:00.970954,0.0
250,8,0.285607880564032,2.061208595705466e-05,2026-01-15T15:44:00.986458,1.0
251,5,0.28417984116121187,1.965388544022062e-05,2026-01-15T15:44:00.998461,0.0
252,6,0.2827589419554058,1.8792538592151688e-05,2026-01-15T15:44:01.012465,1.0
253,6,0.28134514724562876,1.829770629910854e-05,2026-01-15T15:44:01.024974,0.0
254,6,0.2799384215094006,1.785527788570107e-05,2026-01-15T15:44:01.036483,1.0
255,6,0.27853872940185365,1.684053834082988e-05,2026-01-15T15:44:01.049482,1.0
256,6,0.27714603575484437,1.577773720555342e-05,2026-01-15T15:44:01.061488,1.0
257,2,0.2757603055760701,1.5508621307844804e-05,2026-01-15T15:44:01.065488,0.0
258,9,0.2743815040481898,1.3844633771213922e-05,2026-01-15T15:44:01.082957,1.0
259,6,0.2730095965279488,1.3530033008919417e-05,2026-01-15T15:44:01.095446,1.0
260,11,0.27164454854530906,1.3078314785275324e-05,2026-01-15T15:44:01.116942,1.0
261,6,0.2702863258025825,1.2674280661144622e-05,2026-01-15T15:44:01.130453,1.0
262,2,0.2689348941735696,1.2261952475114413e-05,2026-01-15T15:44:01.134452,0.0
263,5,0.26759021970270175,1.138669616182142e-05,2026-01-15T15:44:01.143958,0.0
264,6,0.2662522686041882,1.026512274165725e-05,2026-01-15T15:44:01.154958,1.0
265,10,0.2649210072611673,8.526156343009461e-06,2026-01-15T15:44:01.174295,1.0
266,10,0.26359640222486147,8.7049577172138e-06,2026-01-15T15:44:01.192804,1.0
267,8,0.26227842021373715,8.70626560697474e-06,2026-01-15T15:44:01.208461,1.0
268,7,0.2609670281126685,8.764262735780904e-06,2026-01-15T15:44:01.222966,0.0
269,6,0.25966219297210513,8.682809436209027e-06,2026-01-15T15:44:01.234202,1.0
270,6,0.2583638820072446,8.583737580352135e-06,2026-01-15T15:44:01.246462,1.0
271,7,0.2570720625972084,8.623634833497818e-06,2026-01-15T15:44:01.260467,1.0
272,8,0.25578670228422234,8.59482020928226e-06,2026-01-15T15:44:01.274974,1.0
273,2,0.25450776877280124,8.571097847607234e-06,2026-01-15T15:44:01.278975,0.0
274,5,0.2532352299289372,8.52419815544181e-06,2026-01-15T15:44:01.288486,0.0
275,4,0.2519690537792925,8.514066435054701e-06,2026-01-15T15:44:01.297486,0.0
276,7,0.2507092085103961,8.520105782281461e-06,2026-01-15T15:44:01.310489,1.0
277,6,0.2494556624678441,8.485768252626259e-06,2026-01-15T15:44:01.324001,1.0
278,9,0.24820838415550486,8.454588895858705e-06,2026-01-15T15:44:01.343509,1.0
279,7,0.24696734223472733,8.440872158246293e-06,2026-01-15T15:44:01.356514,0.0
280,10,0.2457325055235537,7.491316343930521e-06,2026-01-15T15:44:01.377025,1.0
281,13,0.24450384299593592,7.65239979727994e-06,2026-01-15T15:44:01.402885,1.0
282,4,0.24328132378095624,7.738379370039184e-06,2026-01-15T15:44:01.409890,0.0
283,8,0.24206491716205145,7.94792041688197e-06,2026-01-15T15:44:01.426357,1.0
284,8,0.2408545925762412,7.991013295622907e-06,2026-01-15T15:44:01.441867,1.0
285,7,0.23965031961336,7.934867751373531e-06,2026-01-15T15:44:01.456099,1.0
286,2,0.2384520680152932,7.905490833763907e-06,2026-01-15T15:44:01.460098,0.0
287,8,0.23725980767521673,7.854250807781681e-06,2026-01-15T15:44:01.477635,1.0
288,8,0.23607350863684065,7.833006668249709e-06,2026-01-15T15:44:01.492138,1.0
289,4,0.23489314109365644,7.788787542608588e-06,2026-01-15T15:44:01.500139,0.0
290,7,0.23371867538818816,7.712115032489918e-06,2026-01-15T15:44:01.513145,0.0
291,6,0.23255008201124722,7.680119585131707e-06,2026-01-15T15:44:01.524354,1.0
292,10,0.231387331601191,7.657082528673697e-06,2026-01-15T15:44:01.543864,1.0
293,6,0.23023039494318503,7.64297740168729e-06,2026-01-15T15:44:01.557177,1.0
294,7,0.2290792429684691,6.004962466761299e-06,2026-01-15T15:44:01.570712,0.0
295,6,0.22793384675362674,5.116683857124826e-06,2026-01-15T15:44:01.582712,1.0
296,8,0.22679417751985861,3.886899027349955e-06,2026-01-15T15:44:01.597224,1.0
297,6,0.22566020663225933,3.252193666014591e-06,2026-01-15T15:44:01.609231,1.0
298,6,0.22453190559909803,2.847689262637232e-06,2026-01-15T15:44:01.620739,1.0
299,7,0.22340924607110255,2.7837332285685077e-06,2026-01-15T15:44:01.634180,1.0
300,7,0.22229219984074702,2.7369231489160485e-06,2026-01-15T15:44:01.649326,1.0
301,7,0.2211807388415433,2.6943598854245465e-06,2026-01-15T15:44:01.663704,0.0
302,8,0.22007483514733558,2.70744348711105e-06,2026-01-15T15:44:01.679767,1.0
303,9,0.2189744609715989,2.761501185233328e-06,2026-01-15T15:44:01.696273,1.0
304,7,0.2178795886667409,2.807742676225189e-06,2026-01-15T15:44:01.709279,1.0
305,6,0.2167901907234072,2.838003839826797e-06,2026-01-15T15:44:01.720811,1.0
306,6,0.21570623976979014,2.8681220601711744e-06,2026-01-15T15:44:01.734462,1.0
307,11,0.21462770857094118,2.902168194722776e-06,2026-01-15T15:44:01.755502,1.0
308,5,0.21355457002808648,2.7232520483266853e-06,2026-01-15T15:44:01.764502,0.0
309,7,0.21248679717794605,2.3941613699207666e-06,2026-01-15T15:44:01.779236,0.0
310,6,0.21142436319205632,2.199284663220169e-06,2026-01-15T15:44:01.791746,1.0
311,5,0.21036724137609603,2.038972528453087e-06,2026-01-15T15:44:01.801213,0.0
312,6,0.20931540516921554,1.9008310110280036e-06,2026-01-15T15:44:01.813218,1.0
313,6,0.20826882814336947,1.7592480128314492e-06,2026-01-15T15:44:01.824729,1.0
314,4,0.20722748400265262,1.654164208559905e-06,2026-01-15T15:44:01.832730,0.0
315,7,0.20619134658263935,1.5373085005876418e-06,2026-01-15T15:44:01.846241,1.0
316,6,0.20516038984972615,1.4834440185040876e-06,2026-01-15T15:44:01.857930,1.0
317,10,0.2041345879004775,1.384897833460741e-06,2026-01-15T15:44:01.876216,0.0
318,11,0.2031139149609751,1.2692503617017792e-06,2026-01-15T15:44:01.898753,1.0
319,8,0.20209834538617025,1.2106281970680754e-06,2026-01-15T15:44:01.913755,1.0
320,8,0.2010878536592394,1.1671261080925532e-06,2026-01-15T15:44:01.928897,1.0
321,6,0.2000824143909432,1.1404558350314176e-06,2026-01-15T15:44:01.940455,0.0
322,4,0.19908200231898848,1.126296419933226e-06,2026-01-15T15:44:01.947455,0.0
323,8,0.19808659230739353,8.167797691394085e-07,2026-01-15T15:44:01.963606,1.0
324,8,0.19709615934585656,6.094054592731269e-07,2026-01-15T15:44:01.979401,1.0
325,6,0.19611067854912728,5.553879800013207e-07,2026-01-15T15:44:01.991452,1.0
326,8,0.19513012515638165,5.231098564317804e-07,2026-01-15T15:44:02.008761,1.0
327,9,0.19415447453059972,5.052571822838914e-07,2026-01-15T15:44:02.027833,0.0
328,8,0.19318370215794672,4.967482668272183e-07,2026-01-15T15:44:02.042833,1.0
329,6,0.192217783647157,4.933157645448105e-07,2026-01-15T15:44:02.054338,1.0
330,6,0.1912566947289212,4.958728890835928e-07,2026-01-15T15:44:02.066342,1.0
331,6,0.1903004112552766,4.967510144604503e-07,2026-01-15T15:44:02.078846,1.0
332,6,0.18934890919900021,4.966089152924625e-07,2026-01-15T15:44:02.091349,1.0
333,6,0.18840216465300522,4.955233577286222e-07,2026-01-15T15:44:02.103351,1.0
334,8,0.18746015382974018,4.95207629760408e-07,2026-01-15T15:44:02.118378,1.0
335,9,0.1865228530605915,4.957802048100035e-07,2026-01-15T15:44:02.135937,1.0
336,6,0.18559023879528855,4.957991546516993e-07,2026-01-15T15:44:02.147446,1.0
337,6,0.1846622876013121,3.221980030732041e-07,2026-01-15T15:44:02.159448,1.0
338,7,0.18373897616330553,2.0638781208948132e-07,2026-01-15T15:44:02.173314,1.0
339,6,0.182820281282489,1.4594895962449782e-07,2026-01-15T15:44:02.184314,0.0
340,6,0.18190617987607657,1.238721882090843e-07,2026-01-15T15:44:02.195823,1.0
341,6,0.18099664897669618,1.0876269567194896e-07,2026-01-15T15:44:02.208546,1.0
342,8,0.1800916657318127,9.549980358958266e-08,2026-01-15T15:44:02.224057,1.0
343,6,0.17919120740315364,9.638600002137564e-08,2026-01-15T15:44:02.235562,1.0
344,6,0.17829525136613786,9.545768929530851e-08,2026-01-15T15:44:02.248564,1.0
345,6,0.17740377510930716,9.790369067008697e-08,2026-01-15T15:44:02.260568,1.0
346,8,0.17651675623376062,9.816651111993479e-08,2026-01-15T15:44:02.275779,1.0
347,8,0.1756341724525918,1.0726063856214552e-07,2026-01-15T15:44:02.290781,1.0
348,6,0.17475600159032884,1.1158304322744783e-07,2026-01-15T15:44:02.303291,1.0
349,4,0.17388222158237718,1.1440909703619439e-07,2026-01-15T15:44:02.310706,0.0
